"","Markets","M.PRESENTACION","Tipo","Periodo","ventasValor","ventasEQ2","ventasUnds","precioEQ2","precioUnds","ratioVentas","distNum"
"523","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-04-01,37315.659,593.65,1102.727,62.858,33.839,0.374,0.2913435
"524","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-05-01,5293.289,94.063,221.315,56.274,23.917,0.543,0.0318094
"525","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-06-01,21679.801,311.717,638.582,69.55,33.95,0.534,0.1063322
"526","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-07-01,51772.763,1530.082,3204.261,33.837,16.157,1.232,0.2264097
"527","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-08-01,17720.938,575.986,780.208,30.766,22.713,0.802,0.1308857
"528","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-09-01,6585.077,172.858,410.892,38.095,16.026,0.292,0.1080569
"529","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-10-01,2442.738,65.248,156.293,37.438,15.629,0.339,0.0350698
"530","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-11-01,17580.753,275.417,617.175,63.833,28.486,0.289,0.1734904
"531","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2022-12-01,13385.965,231.992,507.623,57.7,26.37,0.303,0.1393195
"532","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-01-01,1997.647,33.466,79.258,59.692,25.204,0.162,0.0376194
"533","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-02-01,19847.004,366.265,875.886,54.188,22.659,0.369,0.1804758
"534","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-03-01,15737.283,276.295,595.305,56.958,26.436,0.239,0.2097574
"535","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-04-01,135298.379,1373.047,2806.299,98.539,48.212,1.643,0.151771
"536","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-05-01,446337.439,4514.739,9260.985,98.862,48.195,4.411,0.1858929
"537","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-06-01,44335.782,773.549,1826.167,57.315,24.278,0.44,0.3190956
"538","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-07-01,30561.912,604.237,1221.77,50.579,25.014,0.518,0.2114121
"539","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-08-01,14717.147,289.378,656.314,50.858,22.424,0.384,0.1364876
"540","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-09-01,40270.147,846.134,1623.696,47.593,24.802,1.33,0.1153159
"541","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-10-01,72518.876,1375.178,2759.698,52.734,26.278,1.552,0.1606672
"542","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-11-01,51097.788,1025.861,2073.241,49.81,24.646,0.954,0.194469
"543","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2023-12-01,78935.018,1367.944,2798.578,57.703,28.205,0.903,0.2737527
"544","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-01-01,117424.924,2254.509,4375.637,52.084,26.836,1.025,0.3976881
"545","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-02-01,775547.89,15778.768,37452.807,49.151,20.707,5.104,0.5588638
"546","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-03-01,1252198.45,34387.978,85164.47,36.414,14.703,19.218,0.3225808
"547","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-04-01,2104459.302,28438.051,65318.94,74.002,32.218,9.62,0.532908
"548","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-05-01,2551538.532,28058.906,62913.086,90.935,40.557,6.777,0.7463493
"549","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-06-01,1985123.333,23972.526,53907.594,82.808,36.825,6.482,0.6667477
"550","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-07-01,2851224.706,31004.889,67532.731,91.96,42.22,12.04,0.4635517
"551","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-08-01,3450450.497,36316.69,80066.484,95.01,43.095,9.845,0.6640098
"552","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-09-01,2930840.12,31567.858,69228.996,92.843,42.335,10.038,0.5661125
"553","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-10-01,3262125.974,31822.257,68376.52,102.511,47.708,10.208,0.5611837
"554","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-11-01,811135.225,8577.733,18147.425,94.563,44.697,3.417,0.4511127
"555","TOTAL MEXICO TRAD + MINIS","PACK","COLA",2024-12-01,1549032.511,6829.211,12153.753,226.825,127.453,2.434,0.5041466
"556","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2021-12-01,824093.038,4580.055,13018.889,83.6568,43.9841,0.3943,0.11564522
"557","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-01-01,764905.949,4537.545,12997.206,62.7838,29.5956,0.3276,0.11760798
"558","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-02-01,860902.01,4410.883,12604.19,58.3068,27.8768,0.3451,0.12168162
"559","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-03-01,1220499.584,6310.555,17393.62,52.965,33.1815,0.3537,0.13629369
"560","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-04-01,1181818.972,5637.334,16141.631,42.6588,14.5131,0.1755,0.12983839
"561","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-05-01,1728609.349,8212.877,23591.878,45.5389,15.5001,0.2904,0.1276357
"562","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-06-01,1936020.961,9223.246,28022.533,46.0409,15.2766,0.1943,0.23164423
"563","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-07-01,1710393.731,8371.034,23596.946,44.8365,15.5943,0.2632,0.18099073
"564","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-08-01,1244702.08,5647.449,16963.251,44.2787,14.6753,0.1141,0.2123448
"565","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-09-01,1099938.555,4902.57,14806.106,44.8553,15.1529,0.0963,0.20549167
"566","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-10-01,888952.939,4032.789,12247.929,44.111,14.987,0.0997,0.17670773
"567","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-11-01,1113681.625,4930.833,14559.702,50.4753,17.1861,0.1072,0.23694451
"568","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2022-12-01,1548522.8,6425.527,20241.96,48.1107,15.278,0.1221,0.20751883
"569","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-01-01,1498737.354,6893.563,20684.273,87.5974,25.4278,0.3342,0.19421189
"570","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-02-01,1161831.079,5824.428,17513.622,90.7987,26.3078,0.2393,0.23716611
"571","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-03-01,1105182.664,5598.72,16919.561,48.0157,15.5948,0.2472,0.19429597
"572","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-04-01,1543662.27,6784.636,20308.334,90.0455,26.0003,0.2391,0.2168902
"573","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-05-01,1823393.068,7859.218,22774.013,55.5413,19.6138,0.2864,0.23064761
"574","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-06-01,1904909.376,8035.987,23236.36,51.4066,18.0873,0.2696,0.26166548
"575","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-07-01,2081055.642,15823.966,44787.916,35.4131,12.4362,0.4985,0.26131259
"576","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-08-01,1371254.376,6709.343,18589.762,51.4928,18.0542,0.6589,0.2548955
"577","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-09-01,1737964.641,12266.239,32586.157,47.4901,17.6992,0.9741,0.26216882
"578","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-10-01,2763876.071,16870.525,46960.288,42.6947,15.6151,0.591,0.38206736
"579","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-11-01,1915140.002,8197.128,23443.08,48.5802,16.4383,0.1079,0.32916578
"580","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2023-12-01,1963515.827,8558.689,24439.427,53.1293,17.8483,0.1373,0.34584088
"581","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-01-01,2408791.143,9992.601,29041.369,54.1091,18.4771,0.1465,0.36466741
"582","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-02-01,2125159.597,8887.725,25778.875,50.0047,16.7058,0.1262,0.36423025
"583","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-03-01,2958125.317,12504.835,36634.323,65.1497,21.6901,0.3032,0.38097835
"584","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-04-01,2917948.338,11760.891,34136.202,51.4578,17.2239,0.1639,0.33452636
"585","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-05-01,4772662.932,19195.065,55975.074,70.1771,45.7674,0.258,0.41765525
"586","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-06-01,3277827.115,13162.111,39789.765,80.1662,23.9177,0.146,0.40292827
"587","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-07-01,2603182.577,9868.196,28956.227,84.3017,25.5877,0.1355,0.31880265
"588","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-08-01,2855232.88,11026.642,32909.277,83.7491,25.1309,0.1327,0.39576908
"589","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-09-01,2887157.469,11599.751,35552.709,82.9483,24.4954,0.1433,0.37142289
"590","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-10-01,2346319.967,9524.648,29190.444,52.5215,16.8623,0.113,0.33439193
"591","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-11-01,4280962.023,18016.191,52735.212,52.8994,17.3256,0.2164,0.33565767
"592","TOTAL MEXICO TRAD + MINIS","PACK","Sabores",2024-12-01,3164605.406,12109.628,35219.138,54.1836,18.0636,0.1224,0.44396092
